513,249
513,726
515,47
515,304
515,546
516,227
516,509
516,748
519,6
520,219
520,296
520,954
521,16
522,374
522,478
523,227
523,856
524,327
524,363
525,749
525,990
529,943
532,369
533,33
533,738
534,364
534,618
536,294
537,237
538,387
539,543
539,626
540,622
542,344
542,700
542,765
543,88
543,293
543,326
544,539
545,750
546,296
546,951
548,284
548,983
550,9
551,579
554,688
556,24
556,225
556,606
558,446
559,101
559,212
559,270
559,327
560,33
560,166
561,272
562,120
562,404
563,212
566,761
569,526
569,968
571,44
571,152
571,857
572,13
574,157
575,20
576,679
578,952
579,331
580,105
582,300
582,386
583,653
584,350
585,955
586,429
587,433
587,999
588,683
588,960
589,395
589,998
590,80
590,656
591,247
592,932
593,702
594,747
594,782
595,294
595,423
600,198
600,598
600,670
600,883
601,277
601,405
609,828
609,899
610,336
611,368
612,302
612,560
612,743
613,187
615,386
615,390
615,559
615,994
616,920
622,62
622,944
622,985
623,661
624,126
624,940
625,381
626,64
628,277
628,427
628,978
630,234
631,654
633,504
639,240
640,253
641,193
642,900
644,504
644,634
645,610
646,258
647,571
647,737
650,564
652,624
653,633
654,243
654,978
656,175
656,316
657,163
658,869
659,529
660,33
660,800
662,53
663,927
665,148
666,68
669,675
670,848
672,657
672,764
673,357
674,567
674,698
676,533
677,327
678,258
679,71
682,733
684,598
686,685
686,880
686,974
688,318
689,238
689,389
689,985
690,419
692,431
693,648
695,285
696,732
697,342
697,696
697,746
698,259
699,482
699,490
699,659
700,427
702,423
702,545
702,977
704,514
704,931
705,149
707,401
707,410
707,955
708,745
708,858
709,454
710,713
710,726
713,116
714,671
715,131
715,448
715,612
715,644
716,890
720,229
721,637
722,468
723,915
725,779
726,777
726,811
727,387
727,449
730,948
733,110
734,870
735,478
736,232
737,640
739,846
740,27
740,705
742,80
742,933
743,267
743,407
743,695
745,354
746,228
746,426
747,237
748,569
749,62
749,65
750,179
751,44
751,459
751,535
752,108
754,234
756,355
757,128
759,435
759,458
760,204
760,296
760,776
762,450
763,53
763,381
764,12
766,111
768,275
768,809
770,104
770,768
771,48
771,905
773,365
774,797
775,173
775,635
775,711
776,647
776,719
777,468
777,527
777,555
777,695
778,694
782,949
783,336
785,441
785,705
787,129
787,363
787,487
787,926
788,318
788,729
789,409
789,416
789,575
791,115
792,65
793,179
793,750
794,751
797,78
797,183
798,120
800,660
802,403
802,585
804,383
804,826
805,178
806,427
806,761
807,695
808,555
808,557
809,651
811,145
811,991
818,625
819,70
819,176
820,49
820,518
822,155
822,621
823,599
823,690
824,379
825,642
826,596
826,742
827,671
827,755
828,109
829,701
829,706
830,228
832,157
832,201
832,833
833,505
834,431
835,495
837,646
837,682
838,685
839,321
840,481
840,780
843,12
843,382
843,523
846,14
846,73
846,702
847,899
848,533
850,571
851,454
851,726
852,195
852,216
853,959
854,470
855,26
855,48
856,56
856,820
857,316
858,171
858,366
858,415
860,852
861,610
861,832
863,523
863,814
865,138
866,330
870,723
871,273
871,482
871,591
873,549
873,662
874,820
875,23
875,190
876,970
879,240
879,653
879,782
880,872
881,168
881,333
881,422
881,576
882,761
884,429
884,496
886,336
886,714
887,799
888,366
888,481
888,891
889,557
891,956
892,141
892,474
893,332
893,525
895,47
895,540
895,684
895,958
896,703
899,636
899,657
900,667
901,766
902,171
902,980
904,626
905,122
905,678
905,805
906,698
908,285
909,715
909,787
910,52
911,266
912,433
912,482
913,489
914,765
914,922
915,129
915,624
915,974
917,360
918,327
918,680
918,741
920,859
921,646
921,726
922,568
925,314
925,554
926,143
926,616
927,979
928,391
930,61
931,516
932,126
932,171
932,450
934,950
935,102
935,400
940,676
941,783
942,3
942,178
942,324
946,652
947,88
947,677
948,1
948,517
949,359
950,836
951,50
951,181
951,650
951,979
955,215
957,881
959,338
959,440
960,134
960,246
960,812
965,365
966,913
967,83
968,261
968,389
968,985
971,348
971,574
971,721
972,306
974,317
974,739
975,173
976,469
976,639
977,619
977,646
979,720
981,11
981,43
981,495
983,344
986,344
986,814
987,365
988,404
988,503
989,50
989,209
989,711
991,245
992,17
992,752
992,771
994,956
998,167
998,308
1000,391
38
